,,806,
1,,807,
0,,807,
-1,,806,
0,,806,
-2,,804,
0,,804,
1,,805,
0,,805,
0,,805,
0,,805,
1,,806,
0,,806,
-1,,805,
0,,805,
-1,,804,
0,,804,
-1,,803,
0,,803,
0,,803,
0,,803,
1,,804,
0,,804,
-2,,802,
0,,802,
0,,802,
-1,,801,
0,,801,
-2,,799,
0,,799,
-1,,798,
-2,,796,
0,,796,
0,,796,
2,,798,
2,,800,
0,,800,
-1,,799,
0,,799,
1,,800,
1,,801,
0,,801,
1,,802,
1,,803,
0,,803,
-1,,802,
0,,802,
1,,803,
0,,803,
0,,803,
0,,803,
1,,804,
2,,806,
1,,807,
0,,807,
-2,,805,
0,,805,
0,,805,
-1,,804,
0,,804,
0,,804,
0,,804,
-2,,802,
0,,802,
1,,803,
0,,803,
-1,,802,
-1,,801,
-1,,800,
-2,,798,
0,,798,
1,,799,
0,,799,
-2,,797,
0,,797,
-2,,795,
0,,795,
1,,796,
1,,797,
0,,797,
-1,,796,
0,,796,
0,,796,
-1,,795,
-2,,793,
-1,,792,
-2,,790,
-1,,789,
0,,789,
1,,790,
0,,790,
-2,,788,
0,,788,
1,,789,
1,,790,
0,,790,
-1,,789,
0,,789,
0,,789,
0,,789,
1,,790,
0,,790,
1,,791,
0,,791,
-1,,790,
-1,,789,
-1,,788,
0,,788,
1,,789,
0,,789,
-1,,788,
0,,788,
1,,789,
2,,791,
1,,792,
0,,792,
-1,,791,
-1,,790,
0,,790,
1,,791,
0,,791,
1,,792,
1,,793,
1,,794,
0,,794,
-1,,793,
0,,793,
-1,,792,
-1,,791,
-1,,790,
0,,790,
0,,790,
0,,790,
0,,790,
-2,,788,
-1,,787,
-1,,786,
0,,786,
-1,,785,
-2,,783,
0,,783,
-2,,781,
0,,781,
1,,782,
0,,782,
-2,,780,
0,,780,
1,,781,
0,,781,
0,,781,
1,,782,
0,,782,
-1,,781,
0,,781,
-1,,780,
0,,780,
0,,780,
0,,780,
1,,781,
0,,781,
-1,,780,
0,,780,
1,,781,
0,,781,
-1,,780,
-2,,778,
-1,,777,
0,,777,
0,,777,
1,,778,
0,,778,
-1,,777,
0,,777,
0,,777,
2,,779,
2,,781,
0,,781,
1,,782,
1,,783,
1,,784,
0,,784,
0,,784,
0,,784,
0,,784,
-1,,783,
0,,783,
-2,,781,
-2,,779,
0,,779,
0,,779,
-2,,777,
-2,,775,
0,,775,
1,,776,
0,,776,
-1,,775,
-2,,773,
0,,773,
2,,775,
2,,777,
1,,778,
0,,778,
1,,779,
1,,780,
1,,781,
0,,781,
-1,,780,
0,,780,
1,,781,
1,,782,
0,,782,
-2,,780,
-1,,779,
-1,,778,
-1,,777,
-1,,776,
0,,776,
0,,776,
0,,776,
-1,,775,
0,,775,
1,,776,
0,,776,
-2,,774,
0,,774,
1,,775,
1,,776,
0,,776,
-1,,775,
-1,,774,
-1,,773,
0,,773,
-1,,772,
0,,772,
1,,773,
0,,773,
-1,,772,
0,,772,
3,,775,
1,,776,
0,,776,
3,,779,
3,,782,
0,,782,
2,,784,
1,,785,
0,,785,
-1,,784,
0,,784,
-1,,783,
-1,,782,
-1,,781,
0,,781,
1,,782,
0,,782,
1,,783,
0,,783,
-2,,781,
-2,,779,
-2,,777,
-1,,776,
0,,776,
0,,776,
-1,,775,
-2,,773,
0,,773,
-1,,772,
-1,,771,
-2,,769,
0,,769,
0,,769,
-1,,768,
0,,768,
-1,,767,
0,,767,
-1,,766,
-2,,764,
0,,764,
