,,1275,
-6,,1269,
-4,,1265,
0,,1265,
-5,,1260,
-7,,1253,
-7,,1246,
0,,1246,
1,,1247,
0,,1247,
-1,,1246,
-2,,1244,
-5,,1239,
-7,,1232,
0,,1232,
-2,,1230,
-4,,1226,
-5,,1221,
-5,,1216,
-1,,1215,
-6,,1209,
0,,1209,
-7,,1202,
-2,,1200,
0,,1200,
1,,1201,
0,,1201,
-1,,1200,
0,,1200,
0,,1200,
0,,1200,
1,,1201,
0,,1201,
1,,1202,
0,,1202,
0,,1202,
0,,1202,
-1,,1201,
0,,1201,
-1,,1200,
0,,1200,
0,,1200,
0,,1200,
0,,1200,
0,,1200,
1,,1201,
0,,1201,
-1,,1200,
0,,1200,
-1,,1199,
0,,1199,
1,,1200,
0,,1200,
1,,1201,
0,,1201,
1,,1202,
0,,1202,
0,,1202,
0,,1202,
0,,1202,
0,,1202,
0,,1202,
0,,1202,
2,,1204,
4,,1208,
3,,1211,
3,,1214,
5,,1219,
5,,1224,
2,,1226,
4,,1230,
0,,1230,
-1,,1229,
0,,1229,
0,,1229,
1,,1230,
0,,1230,
-1,,1229,
0,,1229,
5,,1234,
1,,1235,
0,,1235,
3,,1238,
0,,1238,
1,,1239,
0,,1239,
0,,1239,
0,,1239,
1,,1240,
0,,1240,
0,,1240,
0,,1240,
4,,1244,
0,,1244,
0,,1244,
0,,1244,
2,,1246,
0,,1246,
2,,1248,
0,,1248,
0,,1248,
-3,,1245,
0,,1245,
-5,,1240,
-1,,1239,
-1,,1238,
-1,,1237,
-4,,1233,
-3,,1230,
-1,,1229,
-1,,1228,
0,,1228,
-3,,1225,
-1,,1224,
0,,1224,
-2,,1222,
-1,,1221,
0,,1221,
1,,1222,
0,,1222,
-3,,1219,
-2,,1217,
-2,,1215,
-2,,1213,
-1,,1212,
-1,,1211,
-1,,1210,
0,,1210,
1,,1211,
0,,1211,
0,,1211,
-1,,1210,
0,,1210,
2,,1212,
0,,1212,
3,,1215,
0,,1215,
5,,1220,
0,,1220,
1,,1221,
0,,1221,
0,,1221,
0,,1221,
0,,1221,
0,,1221,
4,,1225,
0,,1225,
-1,,1224,
0,,1224,
2,,1226,
0,,1226,
0,,1226,
0,,1226,
4,,1230,
0,,1230,
0,,1230,
0,,1230,
0,,1230,
0,,1230,
3,,1233,
0,,1233,
0,,1233,
0,,1233,
4,,1237,
2,,1239,
1,,1240,
4,,1244,
1,,1245,
0,,1245,
-1,,1244,
0,,1244,
3,,1247,
3,,1250,
1,,1251,
2,,1253,
3,,1256,
2,,1258,
4,,1262,
0,,1262,
-1,,1261,
-1,,1260,
0,,1260,
-2,,1258,
-2,,1256,
0,,1256,
1,,1257,
0,,1257,
-1,,1256,
-1,,1255,
-2,,1253,
0,,1253,
1,,1254,
1,,1255,
0,,1255,
-1,,1254,
-1,,1253,
0,,1253,
-1,,1252,
-1,,1251,
-1,,1250,
0,,1250,
2,,1252,
3,,1255,
0,,1255,
3,,1258,
2,,1260,
1,,1261,
4,,1265,
3,,1268,
1,,1269,
2,,1271,
2,,1273,
3,,1276,
3,,1279,
0,,1279,
-1,,1278,
0,,1278,
2,,1280,
1,,1281,
0,,1281,
2,,1283,
1,,1284,
0,,1284,
3,,1287,
0,,1287,
0,,1287,
0,,1287,
1,,1288,
0,,1288,
2,,1290,
0,,1290,
3,,1293,
0,,1293,
0,,1293,
0,,1293,
-1,,1292,
0,,1292,
0,,1292,
0,,1292,
3,,1295,
0,,1295,
-3,,1292,
-1,,1291,
-1,,1290,
-3,,1287,
-1,,1286,
0,,1286,
-1,,1285,
-2,,1283,
-1,,1282,
-2,,1280,
-3,,1277,
0,,1277,
-3,,1274,
0,,1274,
0,,1274,
0,,1274,
-2,,1272,
0,,1272,
0,,1272,
0,,1272,
0,,1272,
0,,1272,
0,,1272,
0,,1272,
1,,1273,
0,,1273,
0,,1273,
0,,1273,
0,,1273,
0,,1273,
1,,1274,
0,,1274,
0,,1274,
0,,1274,
0,,1274,
0,,1274,
-2,,1272,
0,,1272,
-2,,1270,
0,,1270,
-3,,1267,
0,,1267,
-2,,1265,
0,,1265,
0,,1265,
0,,1265,
-1,,1264,
0,,1264,
-2,,1262,
0,,1262,
0,,1262,
0,,1262,
-2,,1260,
0,,1260,
0,,1260,
0,,1260,
1,,1261,
0,,1261,
-2,,1259,
0,,1259,
1,,1260,
0,,1260,
0,,1260,
0,,1260,
5,,1265,
0,,1265,
-3,,1262,
0,,1262,
3,,1265,
0,,1265,
0,,1265,
0,,1265,
1,,1266,
0,,1266,
2,,1268,
0,,1268,
1,,1269,
0,,1269,
3,,1272,
0,,1272,
2,,1274,
0,,1274,
0,,1274,
0,,1274,
1,,1275,
0,,1275,
0,,1275,
0,,1275,
-1,,1274,
0,,1274,
3,,1277,
0,,1277,
3,,1280,
0,,1280,
-1,,1279,
0,,1279,
2,,1281,
0,,1281,
-2,,1279,
0,,1279,
-2,,1277,
0,,1277,
3,,1280,
0,,1280,
-1,,1279,
0,,1279,
2,,1281,
0,,1281,
-1,,1280,
0,,1280,
