,,1195,
0,,1195,
1,,1196,
0,,1196,
1,,1197,
0,,1197,
2,,1199,
1,,1200,
1,,1201,
1,,1202,
2,,1204,
2,,1206,
1,,1207,
1,,1208,
0,,1208,
2,,1210,
0,,1210,
1,,1211,
0,,1211,
0,,1211,
1,,1212,
0,,1212,
-3,,1209,
0,,1209,
-1,,1208,
0,,1208,
0,,1208,
0,,1208,
-3,,1205,
0,,1205,
-2,,1203,
0,,1203,
-2,,1201,
0,,1201,
-1,,1200,
0,,1200,
-3,,1197,
0,,1197,
-2,,1195,
0,,1195,
-2,,1193,
0,,1193,
-1,,1192,
0,,1192,
0,,1192,
0,,1192,
1,,1193,
0,,1193,
0,,1193,
0,,1193,
0,,1193,
0,,1193,
-2,,1191,
0,,1191,
-1,,1190,
0,,1190,
-1,,1189,
0,,1189,
-1,,1188,
0,,1188,
-1,,1187,
0,,1187,
2,,1189,
1,,1190,
0,,1190,
1,,1191,
1,,1192,
0,,1192,
-1,,1191,
-1,,1190,
0,,1190,
1,,1191,
1,,1192,
1,,1193,
1,,1194,
0,,1194,
0,,1194,
0,,1194,
0,,1194,
0,,1194,
-1,,1193,
0,,1193,
-1,,1192,
0,,1192,
0,,1192,
-1,,1191,
0,,1191,
1,,1192,
0,,1192,
-2,,1190,
0,,1190,
0,,1190,
0,,1190,
-1,,1189,
0,,1189,
1,,1190,
0,,1190,
-2,,1188,
-2,,1186,
-2,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
0,,1184,
1,,1185,
0,,1185,
0,,1185,
0,,1185,
0,,1185,
0,,1185,
1,,1186,
0,,1186,
1,,1187,
0,,1187,
1,,1188,
0,,1188,
0,,1188,
0,,1188,
0,,1188,
0,,1188,
1,,1189,
0,,1189,
1,,1190,
0,,1190,
1,,1191,
0,,1191,
-1,,1190,
0,,1190,
0,,1190,
0,,1190,
2,,1192,
0,,1192,
0,,1192,
0,,1192,
0,,1192,
0,,1192,
1,,1193,
0,,1193,
-1,,1192,
0,,1192,
-1,,1191,
0,,1191,
0,,1191,
0,,1191,
2,,1193,
0,,1193,
-1,,1192,
0,,1192,
0,,1192,
0,,1192,
1,,1193,
0,,1193,
-1,,1192,
0,,1192,
0,,1192,
0,,1192,
1,,1193,
0,,1193,
1,,1194,
0,,1194,
-1,,1193,
0,,1193,
1,,1194,
0,,1194,
1,,1195,
1,,1196,
0,,1196,
-2,,1194,
0,,1194,
1,,1195,
0,,1195,
-1,,1194,
0,,1194,
-1,,1193,
-1,,1192,
0,,1192,
1,,1193,
0,,1193,
-2,,1191,
0,,1191,
1,,1192,
0,,1192,
-3,,1189,
0,,1189,
1,,1190,
1,,1191,
1,,1192,
1,,1193,
2,,1195,
0,,1195,
-1,,1194,
0,,1194,
2,,1196,
2,,1198,
2,,1200,
1,,1201,
0,,1201,
0,,1201,
2,,1203,
0,,1203,
0,,1203,
2,,1205,
0,,1205,
-2,,1203,
-1,,1202,
0,,1202,
-2,,1200,
0,,1200,
-3,,1197,
0,,1197,
-3,,1194,
0,,1194,
-2,,1192,
0,,1192,
1,,1193,
0,,1193,
-2,,1191,
0,,1191,
-2,,1189,
-1,,1188,
0,,1188,
1,,1189,
0,,1189,
-2,,1187,
-3,,1184,
-2,,1182,
-1,,1181,
0,,1181,
1,,1182,
0,,1182,
3,,1185,
0,,1185,
2,,1187,
0,,1187,
0,,1187,
0,,1187,
-1,,1186,
0,,1186,
3,,1189,
0,,1189,
2,,1191,
0,,1191,
2,,1193,
0,,1193,
1,,1194,
0,,1194,
2,,1196,
0,,1196,
-2,,1194,
-2,,1192,
-1,,1191,
0,,1191,
1,,1192,
0,,1192,
-1,,1191,
-1,,1190,
-1,,1189,
-3,,1186,
-2,,1184,
0,,1184,
-1,,1183,
0,,1183,
-1,,1182,
0,,1182,
1,,1183,
0,,1183,
-1,,1182,
0,,1182,
0,,1182,
0,,1182,
-1,,1181,
0,,1181,
0,,1181,
0,,1181,
-2,,1179,
0,,1179,
0,,1179,
0,,1179,
1,,1180,
0,,1180,
-2,,1178,
0,,1178,
0,,1178,
0,,1178,
-1,,1177,
0,,1177,
-1,,1176,
0,,1176,
-1,,1175,
0,,1175,
-1,,1174,
0,,1174,
0,,1174,
0,,1174,
1,,1175,
0,,1175,
-2,,1173,
0,,1173,
-1,,1172,
0,,1172,
0,,1172,
0,,1172,
2,,1174,
0,,1174,
-2,,1172,
0,,1172,
0,,1172,
0,,1172,
1,,1173,
0,,1173,
-4,,1169,
0,,1169,
-1,,1168,
0,,1168,
1,,1169,
0,,1169,
-5,,1164,
0,,1164,
-1,,1163,
0,,1163,
-4,,1159,
0,,1159,
3,,1162,
0,,1162,
-5,,1157,
0,,1157,
-1,,1156,
0,,1156,
-1,,1155,
0,,1155,
4,,1159,
0,,1159,
-1,,1158,
0,,1158,
4,,1162,
0,,1162,
2,,1164,
0,,1164,
1,,1165,
0,,1165,
-1,,1164,
0,,1164,
3,,1167,
0,,1167,
1,,1168,
0,,1168,
0,,1168,
0,,1168,
0,,1168,
0,,1168,
2,,1170,
0,,1170,
2,,1172,
0,,1172,
-2,,1170,
0,,1170,
4,,1174,
0,,1174,
0,,1174,
0,,1174,
