,,1055,
2,,1057,
0,,1057,
-1,,1056,
0,,1056,
3,,1059,
1,,1060,
3,,1063,
2,,1065,
3,,1068,
2,,1070,
2,,1072,
0,,1072,
-1,,1071,
0,,1071,
2,,1073,
0,,1073,
-1,,1072,
0,,1072,
3,,1075,
0,,1075,
-1,,1074,
0,,1074,
1,,1075,
1,,1076,
0,,1076,
-1,,1075,
0,,1075,
1,,1076,
1,,1077,
0,,1077,
-1,,1076,
0,,1076,
0,,1076,
0,,1076,
1,,1077,
0,,1077,
-1,,1076,
0,,1076,
1,,1077,
0,,1077,
-1,,1076,
-1,,1075,
-1,,1074,
0,,1074,
1,,1075,
0,,1075,
0,,1075,
0,,1075,
-1,,1074,
0,,1074,
-1,,1073,
0,,1073,
1,,1074,
0,,1074,
-1,,1073,
-1,,1072,
-1,,1071,
-1,,1070,
-2,,1068,
0,,1068,
-1,,1067,
-1,,1066,
-1,,1065,
-2,,1063,
0,,1063,
1,,1064,
1,,1065,
0,,1065,
-2,,1063,
-2,,1061,
0,,1061,
1,,1062,
0,,1062,
0,,1062,
0,,1062,
1,,1063,
0,,1063,
1,,1064,
0,,1064,
0,,1064,
0,,1064,
1,,1065,
0,,1065,
1,,1066,
0,,1066,
0,,1066,
0,,1066,
2,,1068,
0,,1068,
0,,1068,
0,,1068,
1,,1069,
1,,1070,
0,,1070,
1,,1071,
0,,1071,
-1,,1070,
-1,,1069,
0,,1069,
0,,1069,
-2,,1067,
0,,1067,
-3,,1064,
-3,,1061,
-3,,1058,
-1,,1057,
-3,,1054,
0,,1054,
1,,1055,
0,,1055,
-1,,1054,
-1,,1053,
0,,1053,
1,,1054,
0,,1054,
-3,,1051,
0,,1051,
0,,1051,
-1,,1050,
0,,1050,
0,,1050,
-1,,1049,
-2,,1047,
-3,,1044,
-2,,1042,
0,,1042,
0,,1042,
1,,1043,
0,,1043,
0,,1043,
0,,1043,
2,,1045,
0,,1045,
-1,,1044,
0,,1044,
2,,1046,
0,,1046,
-1,,1045,
0,,1045,
3,,1048,
0,,1048,
-1,,1047,
0,,1047,
2,,1049,
0,,1049,
0,,1049,
0,,1049,
0,,1049,
0,,1049,
-1,,1048,
0,,1048,
2,,1050,
0,,1050,
1,,1051,
0,,1051,
0,,1051,
-2,,1049,
-1,,1048,
0,,1048,
1,,1049,
0,,1049,
1,,1050,
0,,1050,
-2,,1048,
0,,1048,
1,,1049,
0,,1049,
-2,,1047,
-2,,1045,
-1,,1044,
-1,,1043,
0,,1043,
1,,1044,
1,,1045,
1,,1046,
0,,1046,
-1,,1045,
0,,1045,
1,,1046,
0,,1046,
-1,,1045,
0,,1045,
1,,1046,
0,,1046,
-2,,1044,
0,,1044,
1,,1045,
0,,1045,
-1,,1044,
-1,,1043,
-1,,1042,
-1,,1041,
-1,,1040,
-2,,1038,
-1,,1037,
0,,1037,
1,,1038,
1,,1039,
0,,1039,
-1,,1038,
0,,1038,
1,,1039,
0,,1039,
-1,,1038,
0,,1038,
1,,1039,
0,,1039,
0,,1039,
-1,,1038,
0,,1038,
0,,1038,
0,,1038,
1,,1039,
0,,1039,
2,,1041,
1,,1042,
0,,1042,
1,,1043,
0,,1043,
-2,,1041,
0,,1041,
0,,1041,
0,,1041,
-2,,1039,
0,,1039,
-3,,1036,
0,,1036,
1,,1037,
0,,1037,
-2,,1035,
0,,1035,
-2,,1033,
0,,1033,
-1,,1032,
0,,1032,
0,,1032,
0,,1032,
0,,1032,
0,,1032,
-2,,1030,
0,,1030,
1,,1031,
0,,1031,
-2,,1029,
-1,,1028,
-2,,1026,
-2,,1024,
-2,,1022,
-2,,1020,
-1,,1019,
-2,,1017,
0,,1017,
0,,1017,
1,,1018,
0,,1018,
0,,1018,
0,,1018,
1,,1019,
0,,1019,
3,,1022,
0,,1022,
2,,1024,
0,,1024,
1,,1025,
0,,1025,
1,,1026,
0,,1026,
-1,,1025,
0,,1025,
1,,1026,
0,,1026,
2,,1028,
0,,1028,
1,,1029,
0,,1029,
2,,1031,
0,,1031,
0,,1031,
0,,1031,
-1,,1030,
0,,1030,
1,,1031,
0,,1031,
2,,1033,
0,,1033,
2,,1035,
0,,1035,
-1,,1034,
0,,1034,
0,,1034,
0,,1034,
1,,1035,
0,,1035,
-2,,1033,
0,,1033,
1,,1034,
0,,1034,
-2,,1032,
0,,1032,
-3,,1029,
0,,1029,
-1,,1028,
0,,1028,
2,,1030,
0,,1030,
-3,,1027,
0,,1027,
-1,,1026,
0,,1026,
2,,1028,
0,,1028,
1,,1029,
0,,1029,
-5,,1024,
0,,1024,
-3,,1021,
0,,1021,
-2,,1019,
0,,1019,
1,,1020,
0,,1020,
0,,1020,
0,,1020,
-2,,1018,
0,,1018,
-1,,1017,
0,,1017,
-2,,1015,
0,,1015,
-1,,1014,
0,,1014,
0,,1014,
0,,1014,
-2,,1012,
0,,1012,
4,,1016,
0,,1016,
-2,,1014,
0,,1014,
4,,1018,
0,,1018,
3,,1021,
0,,1021,
2,,1023,
0,,1023,
2,,1025,
0,,1025,
0,,1025,
0,,1025,
2,,1027,
0,,1027,
