,,1040,
5,,1045,
0,,1045,
4,,1049,
0,,1049,
2,,1051,
0,,1051,
0,,1051,
0,,1051,
0,,1051,
0,,1051,
0,,1051,
0,,1051,
4,,1055,
0,,1055,
2,,1057,
0,,1057,
2,,1059,
0,,1059,
3,,1062,
0,,1062,
1,,1063,
0,,1063,
0,,1063,
0,,1063,
4,,1067,
0,,1067,
1,,1068,
0,,1068,
3,,1071,
0,,1071,
0,,1071,
0,,1071,
1,,1072,
0,,1072,
5,,1077,
0,,1077,
3,,1080,
0,,1080,
4,,1084,
0,,1084,
2,,1086,
0,,1086,
2,,1088,
0,,1088,
2,,1090,
0,,1090,
0,,1090,
0,,1090,
3,,1093,
0,,1093,
2,,1095,
0,,1095,
2,,1097,
0,,1097,
2,,1099,
0,,1099,
0,,1099,
0,,1099,
3,,1102,
0,,1102,
0,,1102,
0,,1102,
-1,,1101,
0,,1101,
2,,1103,
0,,1103,
3,,1106,
0,,1106,
0,,1106,
0,,1106,
4,,1110,
0,,1110,
-1,,1109,
0,,1109,
3,,1112,
0,,1112,
-2,,1110,
0,,1110,
6,,1116,
0,,1116,
-2,,1114,
-1,,1113,
0,,1113,
3,,1116,
3,,1119,
3,,1122,
3,,1125,
3,,1128,
3,,1131,
4,,1135,
4,,1139,
4,,1143,
2,,1145,
3,,1148,
2,,1150,
2,,1152,
3,,1155,
1,,1156,
4,,1160,
0,,1160,
-1,,1159,
0,,1159,
4,,1163,
2,,1165,
3,,1168,
3,,1171,
0,,1171,
0,,1171,
-2,,1169,
-2,,1167,
0,,1167,
1,,1168,
0,,1168,
-1,,1167,
-2,,1165,
-3,,1162,
-2,,1160,
-1,,1159,
-3,,1156,
0,,1156,
2,,1158,
0,,1158,
3,,1161,
0,,1161,
-1,,1160,
0,,1160,
-1,,1159,
0,,1159,
3,,1162,
0,,1162,
1,,1163,
0,,1163,
2,,1165,
0,,1165,
2,,1167,
0,,1167,
-1,,1166,
0,,1166,
2,,1168,
0,,1168,
3,,1171,
0,,1171,
-1,,1170,
0,,1170,
0,,1170,
0,,1170,
1,,1171,
0,,1171,
0,,1171,
0,,1171,
1,,1172,
0,,1172,
1,,1173,
0,,1173,
2,,1175,
0,,1175,
1,,1176,
0,,1176,
0,,1176,
0,,1176,
-3,,1173,
-4,,1169,
-2,,1167,
0,,1167,
-2,,1165,
-4,,1161,
-2,,1159,
-2,,1157,
-4,,1153,
-3,,1150,
0,,1150,
3,,1153,
0,,1153,
1,,1154,
0,,1154,
1,,1155,
0,,1155,
-1,,1154,
0,,1154,
2,,1156,
0,,1156,
2,,1158,
0,,1158,
1,,1159,
0,,1159,
1,,1160,
0,,1160,
2,,1162,
0,,1162,
2,,1164,
0,,1164,
-1,,1163,
0,,1163,
0,,1163,
0,,1163,
1,,1164,
0,,1164,
1,,1165,
0,,1165,
0,,1165,
0,,1165,
1,,1166,
0,,1166,
2,,1168,
0,,1168,
1,,1169,
0,,1169,
2,,1171,
0,,1171,
1,,1172,
0,,1172,
3,,1175,
0,,1175,
4,,1179,
0,,1179,
2,,1181,
0,,1181,
4,,1185,
0,,1185,
1,,1186,
0,,1186,
4,,1190,
0,,1190,
1,,1191,
0,,1191,
0,,1191,
0,,1191,
3,,1194,
0,,1194,
3,,1197,
0,,1197,
4,,1201,
0,,1201,
1,,1202,
0,,1202,
3,,1205,
0,,1205,
1,,1206,
0,,1206,
2,,1208,
0,,1208,
0,,1208,
0,,1208,
1,,1209,
0,,1209,
3,,1212,
0,,1212,
3,,1215,
0,,1215,
0,,1215,
0,,1215,
1,,1216,
0,,1216,
0,,1216,
0,,1216,
0,,1216,
0,,1216,
-1,,1215,
0,,1215,
0,,1215,
0,,1215,
4,,1219,
0,,1219,
0,,1219,
0,,1219,
3,,1222,
0,,1222,
3,,1225,
0,,1225,
-1,,1224,
0,,1224,
3,,1227,
0,,1227,
4,,1231,
0,,1231,
3,,1234,
0,,1234,
0,,1234,
0,,1234,
3,,1237,
0,,1237,
4,,1241,
0,,1241,
3,,1244,
0,,1244,
3,,1247,
0,,1247,
-1,,1246,
0,,1246,
2,,1248,
0,,1248,
5,,1253,
0,,1253,
1,,1254,
0,,1254,
3,,1257,
0,,1257,
0,,1257,
0,,1257,
3,,1260,
0,,1260,
-1,,1259,
0,,1259,
0,,1259,
0,,1259,
-1,,1258,
0,,1258,
-2,,1256,
0,,1256,
1,,1257,
0,,1257,
1,,1258,
0,,1258,
1,,1259,
0,,1259,
0,,1259,
0,,1259,
-1,,1258,
0,,1258,
-1,,1257,
0,,1257,
3,,1260,
0,,1260,
2,,1262,
0,,1262,
2,,1264,
0,,1264,
1,,1265,
0,,1265,
-1,,1264,
0,,1264,
-1,,1263,
0,,1263,
1,,1264,
0,,1264,
4,,1268,
0,,1268,
1,,1269,
0,,1269,
3,,1272,
0,,1272,
-1,,1271,
0,,1271,
5,,1276,
0,,1276,
2,,1278,
0,,1278,
2,,1280,
0,,1280,
-2,,1278,
0,,1278,
1,,1279,
0,,1279,
-1,,1278,
0,,1278,
0,,1278,
0,,1278,
2,,1280,
0,,1280,
-1,,1279,
0,,1279,
0,,1279,
0,,1279,
4,,1283,
0,,1283,
4,,1287,
0,,1287,
1,,1288,
0,,1288,
4,,1292,
0,,1292,
-2,,1290,
0,,1290,
1,,1291,
0,,1291,
4,,1295,
0,,1295,
2,,1297,
0,,1297,
4,,1301,
0,,1301,
0,,1301,
0,,1301,
3,,1304,
0,,1304,
3,,1307,
0,,1307,
2,,1309,
0,,1309,
2,,1311,
0,,1311,
-1,,1310,
0,,1310,
4,,1314,
0,,1314,
0,,1314,
0,,1314,
3,,1317,
0,,1317,
-2,,1315,
0,,1315,
-3,,1312,
0,,1312,
0,,1312,
0,,1312,
2,,1314,
0,,1314,
1,,1315,
0,,1315,
3,,1318,
0,,1318,
0,,1318,
0,,1318,
4,,1322,
0,,1322,
0,,1322,
0,,1322,
1,,1323,
0,,1323,
2,,1325,
0,,1325,
-2,,1323,
0,,1323,
2,,1325,
0,,1325,
0,,1325,
0,,1325,
-2,,1323,
0,,1323,
-2,,1321,
0,,1321,
0,,1321,
0,,1321,
-1,,1320,
0,,1320,
1,,1321,
0,,1321,
-1,,1320,
0,,1320,
2,,1322,
0,,1322,
1,,1323,
0,,1323,
1,,1324,
0,,1324,
-1,,1323,
0,,1323,
2,,1325,
0,,1325,
1,,1326,
0,,1326,
0,,1326,
0,,1326,
