,,1291,
-3,,1288,
0,,1288,
-4,,1284,
-1,,1283,
0,,1283,
1,,1284,
0,,1284,
-1,,1283,
0,,1283,
1,,1284,
0,,1284,
0,,1284,
-1,,1283,
0,,1283,
-4,,1279,
-3,,1276,
-2,,1274,
-1,,1273,
-3,,1270,
-2,,1268,
0,,1268,
0,,1268,
-2,,1266,
0,,1266,
0,,1266,
0,,1266,
1,,1267,
0,,1267,
-2,,1265,
0,,1265,
-2,,1263,
0,,1263,
-2,,1261,
0,,1261,
-2,,1259,
0,,1259,
-1,,1258,
0,,1258,
0,,1258,
0,,1258,
-3,,1255,
0,,1255,
-1,,1254,
0,,1254,
-1,,1253,
0,,1253,
0,,1253,
0,,1253,
-2,,1251,
0,,1251,
1,,1252,
0,,1252,
-1,,1251,
0,,1251,
-2,,1249,
0,,1249,
-2,,1247,
0,,1247,
-1,,1246,
0,,1246,
-2,,1244,
0,,1244,
-2,,1242,
-2,,1240,
-1,,1239,
-1,,1238,
-1,,1237,
-1,,1236,
-1,,1235,
-1,,1234,
-1,,1233,
0,,1233,
-1,,1232,
-1,,1231,
-1,,1230,
-1,,1229,
-1,,1228,
0,,1228,
0,,1228,
1,,1229,
0,,1229,
-1,,1228,
-1,,1227,
0,,1227,
1,,1228,
0,,1228,
-1,,1227,
-1,,1226,
0,,1226,
-1,,1225,
0,,1225,
2,,1227,
1,,1228,
2,,1230,
0,,1230,
2,,1232,
1,,1233,
0,,1233,
0,,1233,
2,,1235,
1,,1236,
0,,1236,
-1,,1235,
0,,1235,
-1,,1234,
0,,1234,
-1,,1233,
0,,1233,
0,,1233,
0,,1233,
-2,,1231,
0,,1231,
0,,1231,
0,,1231,
1,,1232,
0,,1232,
-1,,1231,
0,,1231,
1,,1232,
0,,1232,
-2,,1230,
0,,1230,
-1,,1229,
0,,1229,
-1,,1228,
0,,1228,
0,,1228,
0,,1228,
0,,1228,
0,,1228,
1,,1229,
0,,1229,
-2,,1227,
0,,1227,
1,,1228,
0,,1228,
-1,,1227,
0,,1227,
0,,1227,
0,,1227,
0,,1227,
0,,1227,
1,,1228,
0,,1228,
0,,1228,
0,,1228,
0,,1228,
0,,1228,
1,,1229,
0,,1229,
1,,1230,
0,,1230,
-1,,1229,
0,,1229,
1,,1230,
0,,1230,
1,,1231,
0,,1231,
2,,1233,
0,,1233,
-1,,1232,
0,,1232,
-1,,1231,
0,,1231,
1,,1232,
0,,1232,
-1,,1231,
0,,1231,
-1,,1230,
0,,1230,
-1,,1229,
-1,,1228,
0,,1228,
1,,1229,
0,,1229,
-1,,1228,
0,,1228,
1,,1229,
0,,1229,
-1,,1228,
0,,1228,
-2,,1226,
-2,,1224,
-3,,1221,
0,,1221,
2,,1223,
0,,1223,
-1,,1222,
0,,1222,
1,,1223,
0,,1223,
-1,,1222,
0,,1222,
-1,,1221,
0,,1221,
0,,1221,
1,,1222,
0,,1222,
-1,,1221,
-2,,1219,
0,,1219,
1,,1220,
0,,1220,
-2,,1218,
0,,1218,
1,,1219,
1,,1220,
0,,1220,
-2,,1218,
0,,1218,
1,,1219,
3,,1222,
0,,1222,
2,,1224,
2,,1226,
0,,1226,
3,,1229,
1,,1230,
3,,1233,
2,,1235,
1,,1236,
1,,1237,
2,,1239,
2,,1241,
2,,1243,
2,,1245,
3,,1248,
0,,1248,
-1,,1247,
-1,,1246,
0,,1246,
3,,1249,
0,,1249,
-1,,1248,
0,,1248,
1,,1249,
0,,1249,
0,,1249,
0,,1249,
1,,1250,
0,,1250,
-3,,1247,
0,,1247,
1,,1248,
0,,1248,
-2,,1246,
0,,1246,
-1,,1245,
0,,1245,
0,,1245,
0,,1245,
0,,1245,
0,,1245,
1,,1246,
0,,1246,
-1,,1245,
0,,1245,
1,,1246,
1,,1247,
0,,1247,
1,,1248,
1,,1249,
0,,1249,
0,,1249,
-1,,1248,
0,,1248,
0,,1248,
-2,,1246,
0,,1246,
-1,,1245,
0,,1245,
0,,1245,
0,,1245,
-3,,1242,
0,,1242,
-2,,1240,
0,,1240,
-3,,1237,
0,,1237,
-3,,1234,
0,,1234,
0,,1234,
0,,1234,
-3,,1231,
0,,1231,
-2,,1229,
0,,1229,
0,,1229,
0,,1229,
-2,,1227,
0,,1227,
1,,1228,
0,,1228,
0,,1228,
0,,1228,
-1,,1227,
0,,1227,
1,,1228,
0,,1228,
-1,,1227,
0,,1227,
0,,1227,
0,,1227,
-1,,1226,
0,,1226,
2,,1228,
0,,1228,
-1,,1227,
0,,1227,
-5,,1222,
0,,1222,
-1,,1221,
0,,1221,
0,,1221,
0,,1221,
2,,1223,
0,,1223,
-1,,1222,
0,,1222,
-3,,1219,
0,,1219,
-4,,1215,
0,,1215,
0,,1215,
0,,1215,
-2,,1213,
0,,1213,
-1,,1212,
0,,1212,
-4,,1208,
0,,1208,
-3,,1205,
0,,1205,
1,,1206,
0,,1206,
-1,,1205,
0,,1205,
1,,1206,
0,,1206,
-3,,1203,
0,,1203,
-1,,1202,
0,,1202,
1,,1203,
0,,1203,
1,,1204,
0,,1204,
-2,,1202,
0,,1202,
2,,1204,
0,,1204,
0,,1204,
0,,1204,
-5,,1199,
0,,1199,
-3,,1196,
0,,1196,
-4,,1192,
0,,1192,
1,,1193,
0,,1193,
0,,1193,
0,,1193,
-1,,1192,
0,,1192,
