,,1064,
-1,,1063,
0,,1063,
4,,1067,
1,,1068,
2,,1070,
0,,1070,
-1,,1069,
0,,1069,
2,,1071,
3,,1074,
0,,1074,
0,,1074,
3,,1077,
2,,1079,
3,,1082,
0,,1082,
0,,1082,
3,,1085,
4,,1089,
0,,1089,
-1,,1088,
0,,1088,
4,,1092,
0,,1092,
-1,,1091,
-1,,1090,
0,,1090,
1,,1091,
1,,1092,
0,,1092,
0,,1092,
-1,,1091,
0,,1091,
0,,1091,
0,,1091,
1,,1092,
1,,1093,
0,,1093,
1,,1094,
1,,1095,
2,,1097,
2,,1099,
2,,1101,
1,,1102,
1,,1103,
0,,1103,
-1,,1102,
-2,,1100,
-2,,1098,
0,,1098,
1,,1099,
0,,1099,
-2,,1097,
-1,,1096,
0,,1096,
0,,1096,
0,,1096,
-2,,1094,
-1,,1093,
-2,,1091,
0,,1091,
-1,,1090,
0,,1090,
-1,,1089,
-2,,1087,
0,,1087,
0,,1087,
-1,,1086,
0,,1086,
-1,,1085,
0,,1085,
1,,1086,
0,,1086,
2,,1088,
0,,1088,
-1,,1087,
0,,1087,
0,,1087,
0,,1087,
2,,1089,
0,,1089,
0,,1089,
0,,1089,
2,,1091,
0,,1091,
1,,1092,
0,,1092,
1,,1093,
0,,1093,
-2,,1091,
0,,1091,
1,,1092,
0,,1092,
-1,,1091,
-1,,1090,
0,,1090,
-2,,1088,
-2,,1086,
-2,,1084,
-2,,1082,
0,,1082,
2,,1084,
2,,1086,
2,,1088,
1,,1089,
3,,1092,
0,,1092,
0,,1092,
0,,1092,
2,,1094,
2,,1096,
2,,1098,
0,,1098,
1,,1099,
2,,1101,
0,,1101,
2,,1103,
2,,1105,
1,,1106,
3,,1109,
3,,1112,
0,,1112,
-1,,1111,
0,,1111,
-1,,1110,
0,,1110,
-3,,1107,
0,,1107,
-2,,1105,
0,,1105,
-1,,1104,
0,,1104,
1,,1105,
0,,1105,
0,,1105,
0,,1105,
-1,,1104,
0,,1104,
0,,1104,
0,,1104,
0,,1104,
0,,1104,
-3,,1101,
0,,1101,
-2,,1099,
0,,1099,
0,,1099,
0,,1099,
-2,,1097,
0,,1097,
-2,,1095,
0,,1095,
0,,1095,
1,,1096,
2,,1098,
1,,1099,
2,,1101,
1,,1102,
1,,1103,
0,,1103,
1,,1104,
1,,1105,
0,,1105,
1,,1106,
1,,1107,
0,,1107,
-1,,1106,
0,,1106,
1,,1107,
0,,1107,
-1,,1106,
0,,1106,
-2,,1104,
0,,1104,
1,,1105,
0,,1105,
-1,,1104,
0,,1104,
-1,,1103,
-1,,1102,
-1,,1101,
0,,1101,
-2,,1099,
-2,,1097,
-1,,1096,
0,,1096,
1,,1097,
2,,1099,
0,,1099,
2,,1101,
0,,1101,
1,,1102,
1,,1103,
0,,1103,
1,,1104,
0,,1104,
-1,,1103,
0,,1103,
-1,,1102,
0,,1102,
2,,1104,
0,,1104,
1,,1105,
1,,1106,
1,,1107,
1,,1108,
1,,1109,
0,,1109,
0,,1109,
0,,1109,
-3,,1106,
0,,1106,
-1,,1105,
0,,1105,
1,,1106,
0,,1106,
-2,,1104,
0,,1104,
-1,,1103,
0,,1103,
0,,1103,
0,,1103,
1,,1104,
0,,1104,
-2,,1102,
0,,1102,
0,,1102,
2,,1104,
0,,1104,
-1,,1103,
0,,1103,
3,,1106,
0,,1106,
2,,1108,
1,,1109,
2,,1111,
0,,1111,
-2,,1109,
0,,1109,
-3,,1106,
0,,1106,
0,,1106,
0,,1106,
1,,1107,
0,,1107,
-2,,1105,
0,,1105,
-3,,1102,
0,,1102,
-1,,1101,
0,,1101,
1,,1102,
0,,1102,
0,,1102,
0,,1102,
-2,,1100,
0,,1100,
-2,,1098,
0,,1098,
0,,1098,
0,,1098,
0,,1098,
0,,1098,
-1,,1097,
0,,1097,
-2,,1095,
0,,1095,
-2,,1093,
0,,1093,
1,,1094,
0,,1094,
-1,,1093,
0,,1093,
0,,1093,
0,,1093,
-1,,1092,
0,,1092,
0,,1092,
0,,1092,
1,,1093,
0,,1093,
3,,1096,
0,,1096,
-3,,1093,
0,,1093,
3,,1096,
0,,1096,
3,,1099,
0,,1099,
3,,1102,
0,,1102,
0,,1102,
0,,1102,
0,,1102,
0,,1102,
4,,1106,
0,,1106,
0,,1106,
0,,1106,
4,,1110,
0,,1110,
-1,,1109,
0,,1109,
0,,1109,
0,,1109,
2,,1111,
0,,1111,
0,,1111,
0,,1111,
-3,,1108,
0,,1108,
2,,1110,
0,,1110,
1,,1111,
0,,1111,
1,,1112,
0,,1112,
-2,,1110,
0,,1110,
-1,,1109,
0,,1109,
-1,,1108,
0,,1108,
1,,1109,
0,,1109,
-1,,1108,
0,,1108,
-2,,1106,
0,,1106,
0,,1106,
0,,1106,
0,,1106,
0,,1106,
-2,,1104,
0,,1104,
3,,1107,
0,,1107,
