,,1116,
0,,1116,
1,,1117,
0,,1117,
-2,,1115,
-2,,1113,
-3,,1110,
-3,,1107,
-2,,1105,
-2,,1103,
-1,,1102,
-3,,1099,
0,,1099,
-2,,1097,
-1,,1096,
-4,,1092,
-3,,1089,
-1,,1088,
-2,,1086,
0,,1086,
0,,1086,
0,,1086,
0,,1086,
-1,,1085,
-2,,1083,
0,,1083,
-1,,1082,
-1,,1081,
0,,1081,
0,,1081,
-1,,1080,
-2,,1078,
-2,,1076,
0,,1076,
1,,1077,
0,,1077,
-1,,1076,
-1,,1075,
-2,,1073,
0,,1073,
-1,,1072,
0,,1072,
0,,1072,
0,,1072,
0,,1072,
2,,1074,
0,,1074,
1,,1075,
2,,1077,
0,,1077,
0,,1077,
0,,1077,
0,,1077,
1,,1078,
0,,1078,
-1,,1077,
0,,1077,
1,,1078,
0,,1078,
2,,1080,
1,,1081,
0,,1081,
0,,1081,
-2,,1079,
0,,1079,
-1,,1078,
0,,1078,
0,,1078,
0,,1078,
-1,,1077,
0,,1077,
0,,1077,
0,,1077,
-1,,1076,
0,,1076,
-1,,1075,
0,,1075,
0,,1075,
0,,1075,
0,,1075,
0,,1075,
-1,,1074,
0,,1074,
-1,,1073,
0,,1073,
1,,1074,
1,,1075,
0,,1075,
0,,1075,
1,,1076,
0,,1076,
-2,,1074,
-2,,1072,
-1,,1071,
0,,1071,
1,,1072,
0,,1072,
-1,,1071,
-1,,1070,
-3,,1067,
-3,,1064,
0,,1064,
1,,1065,
0,,1065,
-3,,1062,
0,,1062,
1,,1063,
1,,1064,
0,,1064,
-3,,1061,
0,,1061,
0,,1061,
-2,,1059,
0,,1059,
1,,1060,
2,,1062,
0,,1062,
3,,1065,
0,,1065,
0,,1065,
0,,1065,
0,,1065,
0,,1065,
0,,1065,
0,,1065,
2,,1067,
0,,1067,
1,,1068,
0,,1068,
1,,1069,
0,,1069,
2,,1071,
0,,1071,
1,,1072,
0,,1072,
1,,1073,
0,,1073,
-1,,1072,
0,,1072,
0,,1072,
0,,1072,
1,,1073,
0,,1073,
0,,1073,
0,,1073,
-1,,1072,
0,,1072,
1,,1073,
0,,1073,
-1,,1072,
0,,1072,
1,,1073,
2,,1075,
0,,1075,
-1,,1074,
0,,1074,
2,,1076,
1,,1077,
0,,1077,
0,,1077,
1,,1078,
2,,1080,
1,,1081,
2,,1083,
1,,1084,
0,,1084,
-1,,1083,
0,,1083,
1,,1084,
0,,1084,
0,,1084,
-2,,1082,
-1,,1081,
0,,1081,
1,,1082,
0,,1082,
0,,1082,
-1,,1081,
-1,,1080,
0,,1080,
-1,,1079,
-2,,1077,
0,,1077,
2,,1079,
0,,1079,
1,,1080,
2,,1082,
0,,1082,
2,,1084,
2,,1086,
0,,1086,
-1,,1085,
-1,,1084,
0,,1084,
2,,1086,
2,,1088,
1,,1089,
1,,1090,
1,,1091,
2,,1093,
1,,1094,
2,,1096,
1,,1097,
2,,1099,
0,,1099,
1,,1100,
0,,1100,
1,,1101,
0,,1101,
-1,,1100,
0,,1100,
2,,1102,
0,,1102,
-1,,1101,
0,,1101,
-1,,1100,
0,,1100,
-1,,1099,
0,,1099,
0,,1099,
0,,1099,
-1,,1098,
0,,1098,
2,,1100,
0,,1100,
-2,,1098,
0,,1098,
1,,1099,
0,,1099,
-2,,1097,
0,,1097,
1,,1098,
0,,1098,
-2,,1096,
0,,1096,
-2,,1094,
-1,,1093,
-2,,1091,
0,,1091,
3,,1094,
0,,1094,
0,,1094,
0,,1094,
2,,1096,
0,,1096,
1,,1097,
0,,1097,
1,,1098,
0,,1098,
1,,1099,
0,,1099,
2,,1101,
0,,1101,
-1,,1100,
0,,1100,
1,,1101,
0,,1101,
1,,1102,
0,,1102,
3,,1105,
0,,1105,
0,,1105,
0,,1105,
0,,1105,
0,,1105,
0,,1105,
0,,1105,
2,,1107,
0,,1107,
2,,1109,
0,,1109,
2,,1111,
0,,1111,
0,,1111,
0,,1111,
1,,1112,
0,,1112,
0,,1112,
0,,1112,
1,,1113,
0,,1113,
4,,1117,
0,,1117,
1,,1118,
0,,1118,
-1,,1117,
0,,1117,
1,,1118,
0,,1118,
4,,1122,
0,,1122,
0,,1122,
0,,1122,
1,,1123,
0,,1123,
0,,1123,
0,,1123,
-1,,1122,
0,,1122,
2,,1124,
0,,1124,
0,,1124,
0,,1124,
5,,1129,
0,,1129,
2,,1131,
0,,1131,
-1,,1130,
0,,1130,
-1,,1129,
0,,1129,
-2,,1127,
0,,1127,
-2,,1125,
0,,1125,
-4,,1121,
0,,1121,
-2,,1119,
0,,1119,
0,,1119,
0,,1119,
-4,,1115,
0,,1115,
-2,,1113,
0,,1113,
-3,,1110,
0,,1110,
-2,,1108,
0,,1108,
-2,,1106,
0,,1106,
2,,1108,
0,,1108,
-2,,1106,
0,,1106,
0,,1106,
0,,1106,
-3,,1103,
0,,1103,
