,,1291,
0,,1291,
-3,,1288,
0,,1288,
0,,1288,
-3,,1285,
-1,,1284,
-3,,1281,
-3,,1278,
-2,,1276,
-3,,1273,
0,,1273,
-2,,1271,
-1,,1270,
-3,,1267,
-1,,1266,
-2,,1264,
-2,,1262,
-2,,1260,
0,,1260,
-4,,1256,
-2,,1254,
0,,1254,
1,,1255,
0,,1255,
-1,,1254,
0,,1254,
-1,,1253,
0,,1253,
-1,,1252,
0,,1252,
0,,1252,
0,,1252,
-1,,1251,
0,,1251,
0,,1251,
0,,1251,
-1,,1250,
0,,1250,
0,,1250,
0,,1250,
-3,,1247,
0,,1247,
-3,,1244,
0,,1244,
-1,,1243,
0,,1243,
0,,1243,
0,,1243,
-2,,1241,
0,,1241,
0,,1241,
0,,1241,
0,,1241,
0,,1241,
-2,,1239,
0,,1239,
0,,1239,
0,,1239,
0,,1239,
0,,1239,
-2,,1237,
0,,1237,
-2,,1235,
-2,,1233,
-1,,1232,
-1,,1231,
-2,,1229,
0,,1229,
1,,1230,
1,,1231,
0,,1231,
-2,,1229,
0,,1229,
1,,1230,
1,,1231,
0,,1231,
-1,,1230,
-1,,1229,
-1,,1228,
-2,,1226,
-2,,1224,
-4,,1220,
-2,,1218,
-2,,1216,
0,,1216,
-3,,1213,
-4,,1209,
0,,1209,
0,,1209,
1,,1210,
1,,1211,
0,,1211,
0,,1211,
1,,1212,
1,,1213,
2,,1215,
0,,1215,
1,,1216,
0,,1216,
-2,,1214,
0,,1214,
0,,1214,
0,,1214,
-3,,1211,
0,,1211,
-1,,1210,
0,,1210,
-1,,1209,
0,,1209,
-1,,1208,
0,,1208,
0,,1208,
0,,1208,
-1,,1207,
0,,1207,
0,,1207,
0,,1207,
0,,1207,
0,,1207,
0,,1207,
0,,1207,
-2,,1205,
0,,1205,
-2,,1203,
0,,1203,
-2,,1201,
0,,1201,
-1,,1200,
0,,1200,
-1,,1199,
0,,1199,
-1,,1198,
0,,1198,
1,,1199,
0,,1199,
-2,,1197,
0,,1197,
0,,1197,
0,,1197,
1,,1198,
0,,1198,
0,,1198,
0,,1198,
1,,1199,
0,,1199,
-1,,1198,
0,,1198,
-1,,1197,
0,,1197,
0,,1197,
0,,1197,
0,,1197,
0,,1197,
0,,1197,
0,,1197,
0,,1197,
0,,1197,
-1,,1196,
0,,1196,
-1,,1195,
0,,1195,
2,,1197,
0,,1197,
-1,,1196,
0,,1196,
1,,1197,
0,,1197,
2,,1199,
0,,1199,
0,,1199,
1,,1200,
1,,1201,
0,,1201,
-2,,1199,
0,,1199,
1,,1200,
0,,1200,
-1,,1199,
0,,1199,
-3,,1196,
-3,,1193,
0,,1193,
1,,1194,
1,,1195,
2,,1197,
0,,1197,
0,,1197,
-2,,1195,
0,,1195,
-1,,1194,
0,,1194,
0,,1194,
0,,1194,
0,,1194,
-1,,1193,
0,,1193,
-1,,1192,
-1,,1191,
-1,,1190,
-1,,1189,
0,,1189,
1,,1190,
0,,1190,
2,,1192,
0,,1192,
0,,1192,
0,,1192,
0,,1192,
2,,1194,
0,,1194,
-1,,1193,
0,,1193,
2,,1195,
3,,1198,
0,,1198,
0,,1198,
1,,1199,
2,,1201,
0,,1201,
1,,1202,
3,,1205,
0,,1205,
0,,1205,
0,,1205,
0,,1205,
0,,1205,
-2,,1203,
0,,1203,
0,,1203,
0,,1203,
-2,,1201,
0,,1201,
0,,1201,
0,,1201,
-1,,1200,
0,,1200,
-1,,1199,
0,,1199,
-2,,1197,
0,,1197,
1,,1198,
0,,1198,
-1,,1197,
0,,1197,
0,,1197,
0,,1197,
2,,1199,
3,,1202,
3,,1205,
1,,1206,
2,,1208,
2,,1210,
2,,1212,
2,,1214,
0,,1214,
0,,1214,
1,,1215,
0,,1215,
0,,1215,
0,,1215,
-1,,1214,
0,,1214,
1,,1215,
0,,1215,
-1,,1214,
0,,1214,
-1,,1213,
0,,1213,
1,,1214,
0,,1214,
-1,,1213,
0,,1213,
-1,,1212,
0,,1212,
-1,,1211,
0,,1211,
0,,1211,
0,,1211,
-2,,1209,
0,,1209,
0,,1209,
0,,1209,
-1,,1208,
0,,1208,
-2,,1206,
0,,1206,
1,,1207,
0,,1207,
-1,,1206,
0,,1206,
-1,,1205,
0,,1205,
0,,1205,
0,,1205,
3,,1208,
0,,1208,
-4,,1204,
0,,1204,
1,,1205,
0,,1205,
0,,1205,
0,,1205,
-1,,1204,
0,,1204,
-4,,1200,
0,,1200,
1,,1201,
0,,1201,
-1,,1200,
0,,1200,
-2,,1198,
0,,1198,
0,,1198,
0,,1198,
1,,1199,
0,,1199,
0,,1199,
0,,1199,
0,,1199,
0,,1199,
-1,,1198,
0,,1198,
-1,,1197,
0,,1197,
-3,,1194,
0,,1194,
-2,,1192,
0,,1192,
1,,1193,
0,,1193,
-2,,1191,
0,,1191,
0,,1191,
0,,1191,
-2,,1189,
0,,1189,
-2,,1187,
0,,1187,
-1,,1186,
0,,1186,
-2,,1184,
0,,1184,
1,,1185,
0,,1185,
2,,1187,
0,,1187,
1,,1188,
0,,1188,
-4,,1184,
0,,1184,
1,,1185,
0,,1185,
-1,,1184,
0,,1184,
