,,1100,
-1,,1099,
0,,1099,
1,,1100,
0,,1100,
-1,,1099,
0,,1099,
1,,1100,
3,,1103,
1,,1104,
0,,1104,
1,,1105,
1,,1106,
3,,1109,
2,,1111,
4,,1115,
2,,1117,
4,,1121,
1,,1122,
3,,1125,
0,,1125,
3,,1128,
0,,1128,
-1,,1127,
0,,1127,
2,,1129,
0,,1129,
2,,1131,
0,,1131,
1,,1132,
0,,1132,
3,,1135,
0,,1135,
4,,1139,
0,,1139,
4,,1143,
0,,1143,
1,,1144,
0,,1144,
4,,1148,
0,,1148,
0,,1148,
0,,1148,
3,,1151,
0,,1151,
0,,1151,
0,,1151,
3,,1154,
0,,1154,
2,,1156,
0,,1156,
4,,1160,
0,,1160,
1,,1161,
0,,1161,
-5,,1156,
-5,,1151,
-3,,1148,
0,,1148,
1,,1149,
0,,1149,
-3,,1146,
0,,1146,
1,,1147,
0,,1147,
-1,,1146,
-3,,1143,
-5,,1138,
0,,1138,
1,,1139,
4,,1143,
0,,1143,
-1,,1142,
0,,1142,
1,,1143,
0,,1143,
4,,1147,
1,,1148,
3,,1151,
2,,1153,
4,,1157,
0,,1157,
-1,,1156,
0,,1156,
1,,1157,
0,,1157,
2,,1159,
3,,1162,
3,,1165,
1,,1166,
0,,1166,
-1,,1165,
0,,1165,
3,,1168,
5,,1173,
4,,1177,
5,,1182,
6,,1188,
4,,1192,
3,,1195,
3,,1198,
1,,1199,
0,,1199,
-1,,1198,
0,,1198,
0,,1198,
1,,1199,
0,,1199,
2,,1201,
0,,1201,
0,,1201,
0,,1201,
1,,1202,
0,,1202,
1,,1203,
0,,1203,
-1,,1202,
0,,1202,
0,,1202,
0,,1202,
2,,1204,
0,,1204,
0,,1204,
0,,1204,
-1,,1203,
0,,1203,
1,,1204,
0,,1204,
1,,1205,
0,,1205,
0,,1205,
0,,1205,
1,,1206,
0,,1206,
1,,1207,
0,,1207,
1,,1208,
0,,1208,
0,,1208,
0,,1208,
0,,1208,
0,,1208,
1,,1209,
0,,1209,
1,,1210,
1,,1211,
3,,1214,
2,,1216,
1,,1217,
2,,1219,
2,,1221,
3,,1224,
0,,1224,
-1,,1223,
0,,1223,
1,,1224,
0,,1224,
-5,,1219,
0,,1219,
-2,,1217,
0,,1217,
-3,,1214,
0,,1214,
-6,,1208,
0,,1208,
-2,,1206,
0,,1206,
-4,,1202,
0,,1202,
-3,,1199,
0,,1199,
0,,1199,
0,,1199,
-1,,1198,
0,,1198,
-5,,1193,
0,,1193,
-1,,1192,
0,,1192,
-2,,1190,
0,,1190,
-2,,1188,
0,,1188,
-5,,1183,
0,,1183,
-4,,1179,
0,,1179,
-3,,1176,
0,,1176,
-2,,1174,
0,,1174,
-6,,1168,
0,,1168,
-4,,1164,
0,,1164,
-2,,1162,
0,,1162,
0,,1162,
1,,1163,
0,,1163,
2,,1165,
1,,1166,
0,,1166,
-1,,1165,
0,,1165,
1,,1166,
1,,1167,
0,,1167,
0,,1167,
0,,1167,
2,,1169,
0,,1169,
0,,1169,
2,,1171,
2,,1173,
0,,1173,
-1,,1172,
0,,1172,
1,,1173,
2,,1175,
2,,1177,
0,,1177,
4,,1181,
0,,1181,
3,,1184,
0,,1184,
4,,1188,
0,,1188,
5,,1193,
0,,1193,
4,,1197,
0,,1197,
5,,1202,
0,,1202,
0,,1202,
0,,1202,
7,,1209,
0,,1209,
1,,1210,
0,,1210,
4,,1214,
0,,1214,
3,,1217,
0,,1217,
6,,1223,
0,,1223,
5,,1228,
0,,1228,
0,,1228,
0,,1228,
7,,1235,
0,,1235,
6,,1241,
0,,1241,
2,,1243,
0,,1243,
2,,1245,
0,,1245,
3,,1248,
0,,1248,
2,,1250,
0,,1250,
-2,,1248,
0,,1248,
3,,1251,
0,,1251,
0,,1251,
1,,1252,
2,,1254,
1,,1255,
2,,1257,
0,,1257,
-2,,1255,
-2,,1253,
0,,1253,
3,,1256,
0,,1256,
3,,1259,
1,,1260,
0,,1260,
-1,,1259,
-1,,1258,
0,,1258,
3,,1261,
2,,1263,
1,,1264,
0,,1264,
2,,1266,
0,,1266,
-2,,1264,
0,,1264,
3,,1267,
0,,1267,
2,,1269,
0,,1269,
3,,1272,
0,,1272,
-2,,1270,
0,,1270,
-1,,1269,
0,,1269,
1,,1270,
0,,1270,
4,,1274,
0,,1274,
1,,1275,
0,,1275,
0,,1275,
0,,1275,
0,,1275,
0,,1275,
1,,1276,
0,,1276,
0,,1276,
0,,1276,
-2,,1274,
0,,1274,
0,,1274,
0,,1274,
2,,1276,
0,,1276,
2,,1278,
0,,1278,
0,,1278,
0,,1278,
